-0.31266,0.36029,-0.057284,0.066126,0.47743,0.25177,2.7926,0.74258,1.1621,0.4508,-1.3383,-0.93232,-0.4937,-0.39192,2.4548e-05,-0.37516,0.016671,0.65724,-0.26805,-1.0834,0,0,0,-0.10026,1.3788,0.61845,-0.58349,-0.68038,0.3979,-0.60222,0.61791,-0.08871,0.41892,0.64781,-0.30594,-0.74342,-1.5299,0.073183,-0.60019,0.86333,0.4803,1.0208,-0.064273,-0.75805,0.67334,0.84847,0.25792,0.84847,0.78389,0.99612,-0.10242,0.5731,-1.393,0.40673,0.18073,4.2453,0.61089,-0.65056,0.99949,1.1343,0.92747,-0.48331,-0.5275,-0.99082,-0.50023,-0.22148,-0.025833,0.0708,-0.16216,-0.85928,-0.019547,0.0019828,0.18799,-0.30057,-1.3722,-0.5876,-0.12457,-0.32209,0.86107,-2.2638,1.0368,-0.68766,0.48801,0.95282,0.77317,1.0649,-0.4568,-0.49944
2.4932,-0.96218,0.21119,0.37344,-1.7336,0.28847,-0.5726,0.11863,-1.2773,-1.0241,0.78731,-0.60551,0.99239,-0.32419,1.4986,1.6004,1.5397,-1.6808,-1.016,-1.5875,0,0,0,-0.10026,0.35378,0.96732,1.6019,1.7188,-1.2156,1.0512,-1.1638,-0.18252,-1.0877,-0.50696,-1.5593,-0.6779,-1.0763,-0.14874,-1.1286,-1.0168,-0.12979,0.38756,-0.51431,-0.55543,-0.85093,1.6228,0.050937,1.6228,1.5563,1.8035,1.2465,1.0032,-0.10113,-0.43649,-0.423,-0.52274,-0.67916,0.40518,-0.34129,-0.36891,0.54572,0.69876,0.67446,0.22241,0.18073,-0.81435,0.90419,-0.64237,0.15611,-1.0945,1.3937,-0.82881,-0.53123,0.4557,-0.18498,-0.23231,-1.6289,-1.3686,-1.0693,-1.4456,0.24341,-0.50962,0.57666,-1.0074,-0.9967,2.1088,-0.4495,-0.50711
-0.68712,0.5215,-0.0046691,0.37344,-0.7248,0.68062,0.11107,0.55818,1.0124,0.49561,1.2258,1.29,0.66624,-0.27477,0.62837,1.3399,0.60359,-0.10073,-0.96533,0.0072067,0,0,0,-0.10026,-0.51517,0.69905,-1.1051,-0.99466,1.2917,0.45398,0.43032,0.017834,0.08159,-0.14352,0.15599,-0.42468,-0.60591,-0.20187,0.1149,1.3999,0.99475,-0.24006,1.1227,1.1255,0.75085,0.78997,-0.076435,0.78997,0.77943,0.43173,-0.054564,0.74571,-0.48821,0.076956,-0.13189,0.49469,0.39371,-0.78253,0.32398,0.40621,0.15254,0.01957,-0.026717,-0.99082,-0.50023,-0.49648,0.052857,0.67442,-0.99197,-0.79612,0.59854,0.24389,0.47215,-0.81224,-0.38384,-0.13672,0.11764,0.38114,-0.5985,-1.2307,0.83518,0.78384,-1.2338,1.0814,0.89888,-1.056,0.88982,0.86718
1.0928,-0.6771,0.28269,0.47584,-0.65884,0.42959,-0.48783,0.83714,1.1186,-0.87135,0.17341,-0.55991,-3.3434,-0.46685,1.7586,0.31953,1.7454,-1.0507,-1.2835,0.045099,0,0,0,-0.10026,0.88774,0.43632,0.88435,0.50958,-0.40804,0.95614,0.063202,0.26966,-0.70069,1.2803,-1.0691,-0.82884,-0.4717,-0.0049984,-1.8767,-1.3928,-0.15716,-0.142,-0.25435,0.95027,0.97521,0.5176,0.22419,0.5176,0.47132,0.64972,0.33484,0.46494,-0.48821,-0.18377,-0.27818,0.027855,0.84544,0.93305,0.2834,0.30515,0.2467,1.7588,1.7757,2.1939,-0.47243,-0.65981,0.78547,-0.88878,0.68473,0.19389,-0.40504,0.17085,-0.56802,0.78981,0.65157,2.3327,-1.1012,-1.0875,1.4233,-1.2106,-0.24454,-0.8442,0.77987,-1.3305,1.7054,1.1385,-1.3929,-1.4348
-0.91075,-0.54392,0.2638,-0.75343,-0.8949,-1.3896,-0.48783,0.55818,-1.2179,-0.73465,0.17341,0.99873,0.63152,-0.12222,1.0673,0.84068,1.0665,-0.6814,-0.99235,-1.3329,0,0,0,-0.10026,-0.16446,0.85418,-0.024032,0.20554,-0.80029,0.062369,-0.10539,0.17079,-0.94091,-0.35182,-0.043971,-0.033618,-0.71066,0.81447,-1.2241,0.30821,-0.19409,-0.40173,0.41072,-0.35295,0.66313,0.34093,0.11136,0.34093,0.31757,0.14281,0.81403,0.08017,-0.43499,0.083355,-0.16777,-0.057147,0.67604,-1.0465,-1.291,-1.4133,-0.85729,1.0205,1.105,0.37407,0.339,0.69342,-0.26046,-0.13706,-0.055591,1.1799,-1.5933,-0.38242,0.3814,-0.37879,-1.0069,1.1883,0.11343,0.39768,0.2738,-1.7074,0.019817,-0.085753,-0.24401,0.48276,-0.24911,-0.76597,0.12863,0.084836
0.73467,-0.76911,0.88034,-0.24119,0.26192,0.55697,-0.55635,-0.14164,1.1384,-0.70454,-0.71281,-0.90803,0.4767,-0.21297,0.28375,1.4945,0.30218,0.14771,-1.8573,-0.98404,0,0,0,-0.10026,0.23464,0.68355,0.26765,-0.35593,-0.2374,0.16805,-0.019193,0.15492,-0.18073,-0.17807,-0.86802,-0.62814,-0.96744,1.5189,-1.3231,-1.4088,-1.4694,-0.58812,-0.93643,-0.18533,-0.24593,0.03321,0.26218,0.03321,0.0023744,-0.03258,-0.038723,0.23978,-0.88125,-0.32685,-0.7246,0.67237,1.1568,0.009279,0.61953,0.69501,0.50975,-0.31251,-0.33317,-0.3842,-0.23058,-0.344,1.0086,-0.39345,-0.8792,-0.34255,-0.89161,-0.1207,-0.61783,0.48717,-1.3871,0.22839,-1.1627,-1.4556,-1.0773,-0.75228,0.85036,-0.032181,-0.1247,-1.8052,-1.4762,-0.011433,0.45649,0.4351
-1.091,0.47129,-1.2985,0.42464,0.7756,-0.34941,0.2297,1.4792,1.1504,0.43462,-0.56993,-0.79654,-0.15345,-0.54202,0.6089,-0.54719,0.58687,-0.7112,-0.82302,-2.306,0,0,0,1.5234,0.55892,0.21453,-1.3827,-0.88605,1.4164,-0.74678,0.25183,-0.105,0.29245,1.5732,0.36396,-0.41524,-0.41157,-0.96568,-0.083762,2.0078,1.7432,0.91347,-1.0458,-0.35261,0.31317,1.5901,-0.068663,1.5901,1.5467,1.523,0.65472,1.2477,-0.61923,1.5727,0.57475,0.16686,0.44504,-1.0465,1.0834,1.2794,0.70749,0.49056,0.501,-0.44401,-0.33784,-0.1926,-0.47687,-0.01435,-0.35724,-1.0839,-0.56889,-0.1765,0.027287,-0.13302,-0.84146,-0.89029,0.35477,0.34216,1.4258,-1.1815,-0.27036,-0.23545,0.023179,1.9836,1.6266,-0.010938,-0.32745,-0.30722
1.5761,4.8498,-0.90317,-0.95829,-1.5549,0.44961,-0.6311,1.0115,1.0032,4.8463,-0.84138,-0.63324,1.0123,-0.3908,-0.20519,1.1115,-0.1891,0.2544,-0.51935,-0.60469,0,0,0,-0.10026,0.0386,0.30405,1.6338,1.3558,-1.1001,-0.21771,-0.30698,-0.72261,-1.011,1.5333,-1.6613,-0.9319,-0.75039,-1.0859,-1.494,-1.2124,-0.69127,-0.32213,1.0508,-0.29876,0.0019092,1.3253,-0.98033,1.3253,1.4478,0.35895,-0.13196,2.0323,-1.0235,0.63529,-0.34564,0.60324,-0.66277,-0.25466,2.6703,2.6877,1.6904,0.19638,0.37814,0.37618,0.17685,-0.7182,0.47567,-1.0342,0.73926,-0.80176,0.025037,-0.98102,-1.4557,1.6736,-1.45,0.4547,-1.6286,-1.0705,0.73403,-2.5608,0.66052,-0.60904,0.7268,-1.2958,-1.2431,1.0392,-0.41962,-0.47299
-0.55843,0.55988,-0.77905,0.5783,0.97659,0.62822,0.11701,1.2716,1.1843,0.36976,1.1611,-0.31963,0.72426,-0.3798,1.0677,1.3657,1.0902,-1.0451,-1.3835,-0.97605,0,0,0,-0.10026,0.95561,0.81583,-0.83736,-0.92824,0.71475,0.99284,0.070734,-0.10712,-0.39884,-0.014472,0.07538,-0.29918,-1.3348,0.20003,-0.5551,2.0576,1.9702,0.85086,0.49782,0.9658,0.95038,-0.0081035,0.47731,-0.0081035,-0.069323,0.53375,-0.18583,-0.7586,2.4237,-0.0063499,0.45566,-2.093,-0.049959,-0.38662,1.0408,1.2134,0.27405,0.84786,0.94988,-0.99082,-0.50023,-0.34815,0.20654,0.098895,0.35548,-1.1391,-0.044709,0.18149,0.24512,-0.3965,-1.0566,-1.599,0.082637,-0.00054944,-0.050569,-1.5589,1.7849,-0.67114,0.95334,1.9444,1.8357,0.20029,-0.37409,-0.31019
1.119,-0.76911,0.9343,0.5783,0.47249,0.45785,-0.38632,-0.14164,-1.1531,-0.70454,-1.3128,0.2721,0.96453,0.24836,0.34083,0.4948,0.3331,-0.39303,0.13906,-0.65119,0,0,0,-0.10026,1.0329,1.9161,0.59237,0.12055,-0.53436,-0.026175,-0.49634,-0.35917,-0.67817,-0.6267,-0.71025,-0.3568,-0.89996,-0.62847,-0.65509,-1.1165,-0.31463,-0.97767,-0.052655,-0.96383,0.27153,0.528,0.19523,0.528,0.48437,0.66308,0.24616,0.12168,0.12006,-0.35242,-0.27775,-0.085734,0.16784,0.40518,-0.48659,-0.28645,-0.801,-0.054319,-0.037765,-0.99082,-0.50023,2.8776,1.7996,0.14043,0.111,-0.2989,-0.46358,-0.47685,-0.70329,0.76979,-0.75479,0.25903,-0.98409,-0.6685,-0.96048,-0.12381,-0.082699,0.39426,-0.23947,-1.3599,-0.67972,0.005366,-0.5191,-0.53007
